round,algorithm,alpha,seed,test_acc,test_loss,selected,mean_contribution,round_time_s,sel_time_s,agg_time_s,mean_client_train_s,cum_up_bytes,cum_down_bytes,peak_gpu_gb,class0_acc,class1_acc,class2_acc,class3_acc,class4_acc,class5_acc,class6_acc,class7_acc,class8_acc,class9_acc
1,FedNova,1.0,44,0.1886,2.172991329193115,"2,7,9",0.8487650690282053,13.928333282470703,7.724761962890625e-05,0.008677005767822266,2.6240460872650146,8006136.0,8006136.0,0.215689216,0.408,0.0,0.007,0.0,0.0,0.141,0.0,0.875,0.07,0.385
2,FedNova,1.0,44,0.2986,1.949910329246521,"0,5,2",0.6620111637186489,15.719379663467407,0.00012087821960449219,0.008550405502319336,3.0227033297220864,16012272.0,16012272.0,0.218367488,0.023,0.0,0.13,0.0,0.583,0.435,0.503,0.069,0.534,0.709
3,FedNova,1.0,44,0.304,1.7863756107330322,"2,7,8",0.5130434952694072,15.464530229568481,0.0001862049102783203,0.008997678756713867,2.9794155756632485,24018408.0,24018408.0,0.218367488,0.053,0.0,0.73,0.0,0.016,0.548,0.438,0.291,0.205,0.759
4,FedNova,1.0,44,0.3142,1.7885325128555298,"9,7,6",0.5612198563803819,13.644858121871948,0.0001304149627685547,0.008398294448852539,2.5936950047810874,32024544.0,32024544.0,0.218367488,0.74,0.318,0.584,0.028,0.0,0.173,0.144,0.639,0.426,0.09
5,FedNova,1.0,44,0.3611,1.6563198074340821,"9,1,4",0.5465628234192071,10.652384519577026,0.000118255615234375,0.008884429931640625,1.9409496784210205,40030680.0,40030680.0,0.218367488,0.751,0.014,0.236,0.171,0.195,0.383,0.731,0.288,0.379,0.463
6,FedNova,1.0,44,0.3826,1.5746800045013427,"3,0,6",0.41955047043320953,14.70884895324707,0.00011491775512695312,0.009186267852783203,2.8283652464548745,48036816.0,48036816.0,0.218367488,0.207,0.802,0.0,0.451,0.785,0.0,0.226,0.445,0.717,0.193
7,FedNova,1.0,44,0.4452,1.5226057117462157,"6,5,3",0.34855964270792156,17.210785150527954,0.0001289844512939453,0.00863194465637207,3.3625473181406655,56042952.0,56042952.0,0.218367488,0.322,0.466,0.548,0.036,0.268,0.289,0.677,0.594,0.842,0.41
8,FedNova,1.0,44,0.3484,1.6464288999557495,"0,1,8",0.5374907462502542,12.488762378692627,0.00015735626220703125,0.00877690315246582,2.3169108231862388,64049088.0,64049088.0,0.218367488,0.064,0.065,0.033,0.79,0.741,0.001,0.309,0.117,0.57,0.794
9,FedNova,1.0,44,0.4574,1.3798779846191407,"9,2,6",0.4791991987722955,14.975155353546143,0.00013446807861328125,0.008526325225830078,2.8519986470540366,72055224.0,72055224.0,0.218367488,0.586,0.699,0.53,0.603,0.047,0.0,0.64,0.587,0.65,0.232
10,FedNova,1.0,44,0.4917,1.3143881721496582,"6,2,9",0.22786428548296547,15.260735511779785,0.00017905235290527344,0.009232759475708008,2.9290141264597573,80061360.0,80061360.0,0.218367488,0.498,0.689,0.462,0.732,0.171,0.0,0.582,0.555,0.74,0.488
11,FedNova,1.0,44,0.494,1.3321412641525268,"3,8,9",0.21648066759618692,13.716920375823975,0.0001742839813232422,0.008825302124023438,2.5921712716420493,88067496.0,88067496.0,0.218367488,0.368,0.497,0.557,0.072,0.02,0.675,0.838,0.589,0.503,0.821
12,FedNova,1.0,44,0.533,1.2693116298675537,"1,6,7",0.43004881492313346,15.161136627197266,0.000133514404296875,0.008876323699951172,2.8762903213500977,96073632.0,96073632.0,0.218367488,0.559,0.655,0.325,0.539,0.542,0.065,0.511,0.668,0.805,0.661
13,FedNova,1.0,44,0.5335,1.2955303833007812,"7,0,3",0.2054063726254188,13.675689458847046,0.00012183189392089844,0.008703231811523438,2.610463539759318,104079768.0,104079768.0,0.218367488,0.397,0.708,0.138,0.006,0.542,0.831,0.723,0.582,0.858,0.55
14,FedNova,1.0,44,0.4912,1.3342849281311036,"0,1,5",0.5176846947484001,13.608733177185059,0.00020122528076171875,0.008930444717407227,2.5711514155069985,112085904.0,112085904.0,0.218367488,0.374,0.023,0.103,0.739,0.603,0.253,0.677,0.481,0.789,0.87
15,FedNova,1.0,44,0.5599,1.2607117538452148,"3,7,9",0.4694762564399558,13.657387018203735,0.000125885009765625,0.010076522827148438,2.596222718556722,120092040.0,120092040.0,0.218367488,0.711,0.612,0.491,0.002,0.0,0.675,0.785,0.758,0.799,0.766
16,FedNova,1.0,44,0.5817,1.1356755876541138,"6,5,2",0.25824994366025017,17.691258907318115,0.00012612342834472656,0.008927583694458008,3.461913267771403,128098176.0,128098176.0,0.218367488,0.458,0.635,0.612,0.469,0.331,0.237,0.807,0.651,0.85,0.767
17,FedNova,1.0,44,0.5369,1.2248148681640625,"3,8,5",0.16970176564830572,16.389848709106445,0.0001366138458251953,0.009162664413452148,3.165483236312866,136104312.0,136104312.0,0.218367488,0.201,0.626,0.707,0.012,0.183,0.586,0.884,0.556,0.786,0.828
18,FedNova,1.0,44,0.5299,1.2235972148895264,"1,5,6",0.3522430180634351,15.989245653152466,0.00012922286987304688,0.01313018798828125,3.05511204401652,144110448.0,144110448.0,0.218367488,0.531,0.2,0.589,0.63,0.402,0.007,0.763,0.53,0.88,0.767
19,FedNova,1.0,44,0.5831,1.151767970085144,"4,9,2",0.42382958152811034,12.340431928634644,0.00011301040649414062,0.008875370025634766,2.3124639987945557,152116584.0,152116584.0,0.218367488,0.671,0.909,0.315,0.1,0.427,0.576,0.934,0.591,0.822,0.486
20,FedNova,1.0,44,0.5854,1.091822221183777,"9,6,0",0.35062866411414334,12.249141454696655,0.00014138221740722656,0.009366989135742188,2.2583843072255454,160122720.0,160122720.0,0.218367488,0.587,0.772,0.392,0.776,0.463,0.009,0.757,0.559,0.876,0.663
21,FedNova,1.0,44,0.6217,1.0468886411666871,"6,8,7",0.20502837979545038,15.431512832641602,0.00016927719116210938,0.008413314819335938,2.979635159174601,168128856.0,168128856.0,0.218367488,0.452,0.915,0.551,0.305,0.623,0.409,0.802,0.706,0.793,0.661
22,FedNova,1.0,44,0.6319,1.001947564125061,"3,0,9",0.29724097247164855,11.93871521949768,0.00012874603271484375,0.008568525314331055,2.2271475791931152,176134992.0,176134992.0,0.218367488,0.636,0.614,0.377,0.281,0.497,0.665,0.846,0.686,0.856,0.861
23,FedNova,1.0,44,0.5609,1.1786842956542969,"9,5,7",0.13245542971781818,13.681653499603271,0.0001456737518310547,0.009023189544677734,2.591531197230021,184141128.0,184141128.0,0.218367488,0.652,0.278,0.598,0.002,0.035,0.825,0.847,0.672,0.853,0.847
24,FedNova,1.0,44,0.6146,1.0736469493865968,"2,9,8",0.27557591151445743,13.890933752059937,0.0001232624053955078,0.008659124374389648,2.6154817740122476,192147264.0,192147264.0,0.218367488,0.369,0.738,0.557,0.422,0.377,0.569,0.899,0.63,0.694,0.891
25,FedNova,1.0,44,0.6151,1.0632200645446777,"9,4,8",0.2916676875229259,11.268842220306396,0.00019431114196777344,0.008546590805053711,2.063777287801107,200153400.0,200153400.0,0.218367488,0.684,0.925,0.473,0.218,0.477,0.484,0.94,0.592,0.766,0.592
26,FedNova,1.0,44,0.6326,1.016042357635498,"0,7,4",0.3269185442264837,11.428926229476929,0.00011968612670898438,0.00836038589477539,2.097524642944336,208159536.0,208159536.0,0.218367488,0.607,0.897,0.239,0.026,0.689,0.78,0.878,0.582,0.873,0.755
27,FedNova,1.0,44,0.6635,0.9503160623550415,"7,1,6",0.3316087734076343,15.015480518341064,0.00012135505676269531,0.01013493537902832,2.881328264872233,216165672.0,216165672.0,0.218367488,0.741,0.76,0.559,0.515,0.567,0.307,0.719,0.752,0.911,0.804
