round,algorithm,alpha,seed,test_acc,test_loss,selected,mean_contribution,round_time_s,sel_time_s,agg_time_s,mean_client_train_s,cum_up_bytes,cum_down_bytes,peak_gpu_gb,class0_acc,class1_acc,class2_acc,class3_acc,class4_acc,class5_acc,class6_acc,class7_acc,class8_acc,class9_acc
1,EAHM-FL-no_selection,1.0,43,0.1048,2.327260563278198,"3,9,6",0.6856521939652801,12.96310544013977,9.679794311523438e-05,0.008691072463989258,2.4445573488871255,8006136.0,8006136.0,0.215689216,0.01,0.013,0.0,0.003,0.976,0.006,0.001,0.028,0.0,0.011
2,EAHM-FL-no_selection,1.0,43,0.2717,1.9239717460632324,"8,5,1",0.8676511027802992,13.344858169555664,0.00010895729064941406,0.008832216262817383,2.526768207550049,16012272.0,16012272.0,0.218367488,0.0,0.0,0.032,0.191,0.01,0.761,0.553,0.214,0.856,0.1
3,EAHM-FL-no_selection,1.0,43,0.3416,1.8056669208526612,"8,7,1",0.4118669251866851,15.897515058517456,0.00011086463928222656,0.009064912796020508,3.089150826136271,24018408.0,24018408.0,0.218367488,0.344,0.222,0.482,0.018,0.0,0.636,0.48,0.507,0.719,0.008
4,EAHM-FL-no_selection,1.0,43,0.332,1.7213289413452149,"6,3,5",0.4760457235160842,12.26509428024292,0.00019407272338867188,0.008854389190673828,2.2810258070627847,32024544.0,32024544.0,0.218367488,0.0,0.163,0.466,0.801,0.0,0.0,0.14,0.493,0.868,0.389
5,EAHM-FL-no_selection,1.0,43,0.3617,1.739786861038208,"2,6,0",0.6219088081120404,12.373522281646729,0.00012803077697753906,0.008460283279418945,2.3122045199076333,40030680.0,40030680.0,0.218367488,0.663,0.68,0.319,0.0,0.635,0.546,0.304,0.147,0.006,0.317
6,EAHM-FL-no_selection,1.0,43,0.4196,1.6700507740020751,"5,7,9",0.6566049049467616,18.4417405128479,0.00016999244689941406,0.009531497955322266,3.621058940887451,48036816.0,48036816.0,0.218367488,0.336,0.591,0.627,0.0,0.0,0.536,0.713,0.629,0.658,0.106
7,EAHM-FL-no_selection,1.0,43,0.4038,1.5622976819992065,"6,4,1",0.513832343174837,10.139933824539185,0.0001838207244873047,0.010578632354736328,1.8118970394134521,56042952.0,56042952.0,0.218367488,0.789,0.467,0.383,0.765,0.173,0.035,0.504,0.484,0.0,0.438
8,EAHM-FL-no_selection,1.0,43,0.4431,1.459861222076416,"1,0,8",0.32408041675380783,12.817984342575073,0.00015401840209960938,0.010452747344970703,2.421907107035319,64049088.0,64049088.0,0.218367488,0.524,0.399,0.122,0.077,0.323,0.856,0.683,0.364,0.261,0.822
9,EAHM-FL-no_selection,1.0,43,0.4332,1.5673691869735717,"2,7,0",0.45333158768056664,17.058512926101685,0.00016832351684570312,0.010535001754760742,3.335365056991577,72055224.0,72055224.0,0.218367488,0.49,0.84,0.751,0.022,0.0,0.385,0.736,0.582,0.503,0.023
10,EAHM-FL-no_selection,1.0,43,0.4849,1.3681400192260742,"9,3,8",0.6357391448637435,14.68185305595398,0.00011301040649414062,0.010585546493530273,2.7993927796681723,80061360.0,80061360.0,0.218367488,0.264,0.381,0.005,0.0,0.554,0.805,0.65,0.608,0.781,0.801
