round,algorithm,alpha,seed,test_acc,test_loss,selected,mean_contribution,round_time_s,sel_time_s,agg_time_s,mean_client_train_s,cum_up_bytes,cum_down_bytes,peak_gpu_gb,class0_acc,class1_acc,class2_acc,class3_acc,class4_acc,class5_acc,class6_acc,class7_acc,class8_acc,class9_acc
1,FedNova,0.5,44,0.1602,2.1819750736236574,"2,7,9",1.0990604218568405,11.698125839233398,6.937980651855469e-05,0.008202314376831055,2.2294692198435464,8006136.0,8006136.0,0.215689216,0.711,0.0,0.0,0.0,0.891,0.0,0.0,0.0,0.0,0.0
2,FedNova,0.5,44,0.1906,2.0672852352142335,"0,5,2",1.0321241573085114,10.129889965057373,0.00013017654418945312,0.008635520935058594,1.86988631884257,16012272.0,16012272.0,0.218367488,0.031,0.0,0.004,0.001,0.0,0.0,0.956,0.003,0.889,0.022
3,FedNova,0.5,44,0.2313,2.0808547992706297,"2,7,8",0.7952447116711164,12.9223313331604,0.00016260147094726562,0.008486509323120117,2.483484427134196,24018408.0,24018408.0,0.218367488,0.308,0.005,0.034,0.0,0.886,0.046,0.225,0.002,0.737,0.07
4,FedNova,0.5,44,0.284,1.8496727632522583,"9,7,6",1.0473204187000738,11.3842031955719,0.00011873245239257812,0.008518457412719727,2.152873436609904,32024544.0,32024544.0,0.218367488,0.144,0.253,0.0,0.081,0.807,0.477,0.143,0.071,0.844,0.02
5,FedNova,0.5,44,0.3283,1.8332392944335938,"9,1,4",1.0404315515969509,14.967478275299072,0.0001819133758544922,0.00847315788269043,2.8803207079569497,40030680.0,40030680.0,0.218367488,0.464,0.706,0.564,0.039,0.0,0.0,0.741,0.762,0.007,0.0
6,FedNova,0.5,44,0.2128,2.1119105304718016,"3,0,6",1.2503601224040357,12.817269563674927,0.00015687942504882812,0.008393287658691406,2.4369733333587646,48036816.0,48036816.0,0.218367488,0.012,0.0,0.003,0.36,0.0,0.728,0.001,0.043,0.923,0.058
7,FedNova,0.5,44,0.3355,1.7818238441467285,"6,5,3",0.9041345230044966,12.279855251312256,0.0001647472381591797,0.008358240127563477,2.3364038467407227,56042952.0,56042952.0,0.218367488,0.434,0.0,0.23,0.895,0.0,0.0,0.042,0.523,0.456,0.775
8,FedNova,0.5,44,0.3342,1.7794326824188234,"0,1,8",0.9489942571560764,15.243208169937134,0.00016570091247558594,0.008214712142944336,2.9874685605367026,64049088.0,64049088.0,0.218367488,0.046,0.14,0.704,0.005,0.002,0.556,0.621,0.511,0.749,0.008
9,FedNova,0.5,44,0.3779,1.6235735071182251,"9,2,6",0.8945721654625207,9.379286766052246,0.00011754035949707031,0.008207559585571289,1.7049935658772786,72055224.0,72055224.0,0.218367488,0.812,0.765,0.0,0.001,0.437,0.317,0.657,0.757,0.033,0.0
10,FedNova,0.5,44,0.422,1.5254111354827882,"6,2,9",0.42513682386824997,9.171802282333374,0.00010895729064941406,0.008484840393066406,1.6203052202860515,80061360.0,80061360.0,0.218367488,0.769,0.814,0.0,0.008,0.335,0.618,0.742,0.709,0.218,0.007
11,FedNova,0.5,44,0.374,1.734077668762207,"3,8,9",0.6243910614774045,13.90649676322937,0.0001652240753173828,0.008546113967895508,2.6875877380371094,88067496.0,88067496.0,0.218367488,0.712,0.0,0.29,0.0,0.002,0.861,0.356,0.597,0.665,0.257
12,FedNova,0.5,44,0.3204,1.7343911628723145,"1,6,7",1.1391668338799812,14.937934875488281,0.00016188621520996094,0.008482933044433594,2.9197070598602295,96073632.0,96073632.0,0.218367488,0.034,0.894,0.08,0.474,0.898,0.0,0.31,0.013,0.406,0.095
13,FedNova,0.5,44,0.3441,1.845245128250122,"7,0,3",0.9644895184895369,14.790006399154663,0.00017213821411132812,0.008712053298950195,2.863878091176351,104079768.0,104079768.0,0.218367488,0.12,0.0,0.253,0.848,0.084,0.015,0.36,0.17,0.945,0.646
14,FedNova,0.5,44,0.4555,1.4373068090438843,"0,1,5",1.0677544906847851,13.996150016784668,0.000171661376953125,0.008323907852172852,2.671293099721273,112085904.0,112085904.0,0.218367488,0.212,0.316,0.552,0.49,0.054,0.0,0.886,0.698,0.613,0.734
15,FedNova,0.5,44,0.4737,1.4521186693191528,"3,7,9",0.8582912702685888,14.579835414886475,0.000202178955078125,0.008042097091674805,2.838991324106852,120092040.0,120092040.0,0.218367488,0.551,0.0,0.246,0.242,0.422,0.657,0.449,0.482,0.886,0.802
16,FedNova,0.5,44,0.5265,1.2855988012313844,"6,5,2",0.6404427991433769,9.358361005783081,0.0001125335693359375,0.008742570877075195,1.6914478143056233,128098176.0,128098176.0,0.218367488,0.547,0.674,0.273,0.522,0.522,0.073,0.804,0.662,0.436,0.752
