round,algorithm,alpha,seed,test_acc,test_loss,selected,mean_contribution,round_time_s,sel_time_s,agg_time_s,mean_client_train_s,cum_up_bytes,cum_down_bytes,peak_gpu_gb,class0_acc,class1_acc,class2_acc,class3_acc,class4_acc,class5_acc,class6_acc,class7_acc,class8_acc,class9_acc
1,FedAvg,1.0,42,0.1199,2.2300301597595213,"8,1,5",0.774749394664492,14.602721691131592,7.581710815429688e-05,0.008941173553466797,2.764767328898112,8006136.0,8006136.0,0.215689216,0.078,0.0,0.079,0.003,0.0,0.022,0.996,0.0,0.005,0.016
2,FedAvg,1.0,42,0.2337,1.999016414642334,"0,1,8",0.7715230707752969,13.342119455337524,0.00016951560974121094,0.008376598358154297,2.500492254892985,16012272.0,16012272.0,0.218367488,0.242,0.02,0.066,0.0,0.076,0.966,0.109,0.0,0.315,0.543
3,FedAvg,1.0,42,0.3023,1.780706608581543,"9,2,0",0.5113678384446153,15.687928676605225,0.00013113021850585938,0.008448123931884766,2.9937214851379395,24018408.0,24018408.0,0.218367488,0.424,0.483,0.033,0.0,0.815,0.542,0.004,0.118,0.579,0.025
4,FedAvg,1.0,42,0.398,1.6334785648345946,"1,7,6",0.557549601759113,13.622866153717041,0.0001811981201171875,0.008719682693481445,2.5726288159688315,32024544.0,32024544.0,0.218367488,0.599,0.677,0.141,0.158,0.0,0.568,0.677,0.636,0.14,0.384
5,FedAvg,1.0,42,0.3847,1.5590200408935546,"1,5,4",0.3595867157565617,14.560789585113525,0.00014972686767578125,0.008978128433227539,2.76625649134318,40030680.0,40030680.0,0.218367488,0.012,0.617,0.287,0.499,0.001,0.009,0.766,0.498,0.764,0.394
6,FedAvg,1.0,42,0.4222,1.5636711730957031,"8,2,5",0.3451955760758494,16.029824256896973,0.00017118453979492188,0.008669137954711914,3.1244540214538574,48036816.0,48036816.0,0.218367488,0.439,0.431,0.476,0.042,0.054,0.577,0.76,0.357,0.734,0.352
7,FedAvg,1.0,42,0.4154,1.550039013671875,"0,5,2",0.2787731281325078,15.986659049987793,0.00011229515075683594,0.008723020553588867,3.0882731278737388,56042952.0,56042952.0,0.218367488,0.214,0.635,0.611,0.003,0.089,0.7,0.709,0.307,0.686,0.2
8,FedAvg,1.0,42,0.466,1.4321218069076538,"4,8,1",0.42869737346320164,13.498769760131836,0.0001304149627685547,0.008474588394165039,2.5366930961608887,64049088.0,64049088.0,0.218367488,0.133,0.523,0.075,0.339,0.56,0.669,0.365,0.528,0.84,0.628
9,FedAvg,1.0,42,0.4199,1.4898418230056762,"2,0,4",0.30944133786895683,14.770219326019287,0.00017571449279785156,0.008498430252075195,2.7990935643514,72055224.0,72055224.0,0.218367488,0.151,0.708,0.09,0.0,0.834,0.517,0.359,0.449,0.887,0.204
10,FedAvg,1.0,42,0.4456,1.4669637681961059,"4,2,7",0.19016201322189485,14.285422086715698,0.00012230873107910156,0.009196758270263672,2.6974279085795083,80061360.0,80061360.0,0.218367488,0.383,0.78,0.086,0.0,0.793,0.525,0.438,0.656,0.766,0.029
