round,algorithm,alpha,seed,test_acc,test_loss,selected,mean_contribution,round_time_s,sel_time_s,agg_time_s,mean_client_train_s,cum_up_bytes,cum_down_bytes,peak_gpu_gb,class0_acc,class1_acc,class2_acc,class3_acc,class4_acc,class5_acc,class6_acc,class7_acc,class8_acc,class9_acc
1,FedDyn,0.3,45,0.117,2.425187726211548,"2,4,1",1.0895137222442461,16.318235397338867,8.463859558105469e-05,0.009071826934814453,3.3616889317830405,8006136.0,8006136.0,0.218405888,0.0,0.039,0.27,0.0,0.861,0.0,0.0,0.0,0.0,0.0
2,FedDyn,0.3,45,0.1514,2.252594007110596,"3,2,4",1.1372891399019727,21.667688131332397,0.00022411346435546875,0.008982658386230469,4.538626035054524,16012272.0,16012272.0,0.22108416,0.0,0.189,0.99,0.0,0.0,0.0,0.0,0.157,0.178,0.0
3,FedDyn,0.3,45,0.2392,2.0268917369842527,"9,3,7",0.985126418258058,20.96298098564148,0.00015616416931152344,0.009664058685302734,4.385653257369995,24018408.0,24018408.0,0.22108416,0.0,0.003,0.581,0.08,0.0,0.77,0.0,0.102,0.856,0.0
4,FedDyn,0.3,45,0.3371,1.755253908920288,"5,8,7",0.8892116691470124,13.285411596298218,0.00016045570373535156,0.009331703186035156,2.6509931087493896,32024544.0,32024544.0,0.22108416,0.147,0.217,0.41,0.29,0.577,0.296,0.247,0.002,0.898,0.287
5,FedDyn,0.3,45,0.2982,1.9705304986953736,"3,7,2",0.6646021268258759,19.274739980697632,0.00014901161193847656,0.008866071701049805,3.986884911855062,40030680.0,40030680.0,0.22108416,0.437,0.009,0.616,0.0,0.002,0.796,0.0,0.235,0.811,0.076
6,FedDyn,0.3,45,0.3703,1.5880423677444457,"4,6,1",1.1960420131161122,18.087943077087402,0.0001480579376220703,0.00903630256652832,3.7425634066263833,48036816.0,48036816.0,0.22108416,0.221,0.179,0.396,0.152,0.759,0.002,0.106,0.407,0.726,0.755
7,FedDyn,0.3,45,0.3178,1.9853751182556152,"2,7,3",0.6621156573712886,19.29348111152649,0.00015354156494140625,0.008842229843139648,4.046763181686401,56042952.0,56042952.0,0.22108416,0.481,0.022,0.601,0.0,0.011,0.825,0.0,0.237,0.814,0.187
8,FedDyn,0.3,45,0.3803,1.734897159576416,"2,9,8",1.545172819109868,12.004720211029053,0.00015592575073242188,0.008899211883544922,2.352205753326416,64049088.0,64049088.0,0.22108416,0.277,0.927,0.0,0.053,0.006,0.823,0.771,0.294,0.616,0.036
9,FedDyn,0.3,45,0.3724,1.7879187644958496,"0,5,7",0.6949985573458815,11.36933445930481,0.00020313262939453125,0.008753299713134766,2.197380463282267,72055224.0,72055224.0,0.22108416,0.487,0.082,0.694,0.342,0.541,0.004,0.317,0.0,0.439,0.818
10,FedDyn,0.3,45,0.358,1.9670037948608399,"6,3,0",1.0202887313630653,16.1980082988739,0.00021028518676757812,0.009730100631713867,3.291386842727661,80061360.0,80061360.0,0.22108416,0.28,0.0,0.569,0.0,0.0,0.853,0.0,0.636,0.925,0.317
11,FedDyn,0.3,45,0.3666,1.823358228302002,"0,1,8",0.7808571604751947,9.819667339324951,0.00020694732666015625,0.00908517837524414,1.8806815147399902,88067496.0,88067496.0,0.22108416,0.529,0.581,0.016,0.0,0.0,0.115,0.107,0.964,0.769,0.585
12,FedDyn,0.3,45,0.436,1.598189984512329,"7,2,9",1.3267851024692614,15.166183233261108,0.00022554397583007812,0.00919485092163086,3.0564483801523843,96073632.0,96073632.0,0.22108416,0.602,0.859,0.012,0.322,0.184,0.404,0.853,0.0,0.652,0.472
13,FedDyn,0.3,45,0.4986,1.4042611379623413,"8,4,6",0.956713400582888,17.648210048675537,0.0001952648162841797,0.009050846099853516,3.608201344807943,104079768.0,104079768.0,0.22108416,0.0,0.633,0.427,0.234,0.629,0.266,0.476,0.669,0.873,0.779
14,FedDyn,0.3,45,0.4766,1.4858711698532105,"4,0,6",0.4673246692365734,15.70726203918457,0.00015211105346679688,0.009153366088867188,3.167727073033651,112085904.0,112085904.0,0.22108416,0.0,0.398,0.552,0.545,0.624,0.0,0.577,0.43,0.796,0.844
15,FedDyn,0.3,45,0.361,2.152281566619873,"3,5,8",0.934310815202028,15.733399629592896,0.0001533031463623047,0.009290695190429688,3.1840317249298096,120092040.0,120092040.0,0.22108416,0.327,0.048,0.59,0.0,0.0,0.857,0.0,0.675,0.888,0.225
16,FedDyn,0.3,45,0.4046,1.80387830619812,"0,9,8",1.23914293017174,10.399503469467163,0.0001556873321533203,0.008828401565551758,1.9904003938039143,128098176.0,128098176.0,0.22108416,0.008,0.907,0.008,0.807,0.0,0.018,0.73,0.531,0.861,0.176
17,FedDyn,0.3,45,0.4069,1.7570475133895873,"1,0,8",1.0544540548268238,9.827789306640625,0.0001513957977294922,0.009439229965209961,1.8227627277374268,136104312.0,136104312.0,0.22108416,0.353,0.714,0.0,0.0,0.0,0.15,0.39,0.983,0.847,0.632
18,FedDyn,0.3,45,0.3774,1.8206195945739747,"5,0,6",1.0201573570678988,9.871850490570068,0.00019288063049316406,0.008710861206054688,1.8279846509297688,144110448.0,144110448.0,0.22108416,0.749,0.0,0.153,0.14,0.069,0.081,0.976,0.436,0.27,0.9
19,FedDyn,0.3,45,0.4231,1.7337924968719483,"6,1,0",0.4908235681888142,11.572938203811646,0.00015473365783691406,0.008943796157836914,2.2341412703196206,152116584.0,152116584.0,0.22108416,0.829,0.0,0.0,0.0,0.164,0.117,0.889,0.817,0.485,0.93
20,FedDyn,0.3,45,0.412,1.7936766014099121,"6,1,2",0.5435688368337082,12.981202840805054,0.00019788742065429688,0.009576559066772461,2.5635735988616943,160122720.0,160122720.0,0.22108416,0.927,0.069,0.0,0.0,0.407,0.191,0.935,0.61,0.121,0.86
21,FedDyn,0.3,45,0.3982,1.6359610242843627,"5,4,3",1.4069101723030608,20.431320428848267,0.00015163421630859375,0.008918046951293945,4.282501061757405,168128856.0,168128856.0,0.22108416,0.041,0.283,0.851,0.276,0.0,0.3,0.029,0.774,0.868,0.56
22,FedDyn,0.3,45,0.4223,1.6735221885681153,"9,6,3",1.0624227891287064,19.133696794509888,0.0001609325408935547,0.008995771408081055,3.964280366897583,176134992.0,176134992.0,0.22108416,0.448,0.014,0.628,0.028,0.0,0.822,0.049,0.738,0.917,0.579
23,FedDyn,0.3,45,0.525,1.4283196277618408,"0,4,8",0.797295731371372,13.909781455993652,0.00015497207641601562,0.009012937545776367,2.8111610412597656,184141128.0,184141128.0,0.22108416,0.0,0.908,0.695,0.565,0.37,0.013,0.539,0.806,0.823,0.531
24,FedDyn,0.3,45,0.501,1.403595221710205,"5,2,7",0.9755961563310626,13.20566201210022,0.00023436546325683594,0.009290933609008789,2.6350419521331787,192147264.0,192147264.0,0.22108416,0.792,0.726,0.321,0.299,0.735,0.332,0.802,0.0,0.244,0.759
25,FedDyn,0.3,45,0.5082,1.4673669906616211,"4,0,6",0.4866246436764435,15.388459920883179,0.00015425682067871094,0.009265661239624023,3.1046844323476157,200153400.0,200153400.0,0.22108416,0.0,0.449,0.602,0.44,0.792,0.0,0.719,0.409,0.743,0.928
26,FedDyn,0.3,45,0.5443,1.5218680879592896,"1,8,4",1.1336744968680896,16.871440410614014,0.00015091896057128906,0.009263038635253906,3.427421490351359,208159536.0,208159536.0,0.22108416,0.0,0.878,0.657,0.534,0.484,0.0,0.559,0.788,0.813,0.73
27,FedDyn,0.3,45,0.5248,2.043853244781494,"0,4,9",0.5356550341624023,15.616201639175415,0.0001499652862548828,0.009384870529174805,3.197953701019287,216165672.0,216165672.0,0.22108416,0.0,0.893,0.419,0.848,0.52,0.0,0.632,0.444,0.745,0.747
28,FedDyn,0.3,45,0.3525,2.127100489807129,"3,8,9",1.232422737432075,17.694087028503418,0.00015926361083984375,0.009271383285522461,3.648240804672241,224171808.0,224171808.0,0.22108416,0.0,0.261,0.537,0.06,0.0,0.883,0.005,0.722,0.954,0.103
29,FedDyn,0.3,45,0.562,1.3157912418365478,"2,6,8",1.842529241226118,12.088043689727783,0.0001494884490966797,0.008938789367675781,2.347524722417196,232177944.0,232177944.0,0.22108416,0.63,0.739,0.1,0.0,0.409,0.628,0.943,0.638,0.776,0.757
30,FedDyn,0.3,45,0.3592,2.3766357318878173,"5,3,0",0.6522798333495745,14.019347906112671,0.00015306472778320312,0.009001970291137695,2.8553157647450766,240184080.0,240184080.0,0.22108416,0.295,0.0,0.684,0.0,0.0,0.887,0.0,0.692,0.895,0.139
31,FedDyn,0.3,45,0.4335,1.6622136585235596,"7,6,2",2.6101892609823647,15.079355955123901,0.0001938343048095703,0.009134531021118164,3.024317820866903,248190216.0,248190216.0,0.22108416,0.749,0.08,0.089,0.001,0.805,0.424,0.835,0.001,0.446,0.905
32,FedDyn,0.3,45,0.499,1.752469966506958,"0,9,4",1.1559675329599186,15.42943263053894,0.0001552104949951172,0.009085893630981445,3.1114159425099692,256196352.0,256196352.0,0.22108416,0.0,0.905,0.337,0.832,0.47,0.0,0.678,0.396,0.619,0.753
33,FedDyn,0.3,45,0.4679,1.61582106590271,"9,8,2",1.0457079654794599,12.086737155914307,0.00017380714416503906,0.008833885192871094,2.3644421100616455,264202488.0,264202488.0,0.22108416,0.083,0.967,0.024,0.41,0.196,0.468,0.906,0.416,0.826,0.383
34,FedDyn,0.3,45,0.5302,1.8726544300079346,"8,4,0",0.6795803478835301,13.923767328262329,0.0001480579376220703,0.013129711151123047,2.771831750869751,272208624.0,272208624.0,0.22108416,0.0,0.949,0.6,0.711,0.516,0.0,0.517,0.703,0.798,0.508
35,FedDyn,0.3,45,0.5397,1.4329165710449219,"8,6,2",1.4608746267231887,12.370667219161987,0.00018930435180664062,0.00927281379699707,2.4162774085998535,280214760.0,280214760.0,0.22108416,0.428,0.739,0.082,0.0,0.567,0.554,0.962,0.485,0.786,0.794
36,FedDyn,0.3,45,0.4511,1.6480871301651001,"3,9,1",1.0341426997724374,18.744874238967896,0.0001537799835205078,0.00990915298461914,3.8913862705230713,288220896.0,288220896.0,0.22108416,0.485,0.433,0.413,0.005,0.0,0.851,0.016,0.793,0.89,0.625
37,FedDyn,0.3,45,0.459,1.6491270965576172,"1,2,8",0.9418322575256353,11.430243730545044,0.00014853477478027344,0.009023666381835938,2.19949738184611,296227032.0,296227032.0,0.22108416,0.858,0.957,0.018,0.0,0.058,0.592,0.812,0.824,0.116,0.355
38,FedDyn,0.3,45,0.3568,2.308448305130005,"3,5,4",1.1202334303208155,20.87317419052124,0.00015664100646972656,0.009238243103027344,4.376734574635823,304233168.0,304233168.0,0.22108416,0.0,0.185,0.943,0.114,0.0,0.364,0.0,0.756,0.847,0.359
39,FedDyn,0.3,45,0.4961,1.9846687389373778,"4,6,9",2.043317308829149,18.356825590133667,0.00015497207641601562,0.00903773307800293,3.82279364267985,312239304.0,312239304.0,0.22108416,0.0,0.669,0.377,0.771,0.471,0.0,0.778,0.401,0.584,0.91
40,FedDyn,0.3,45,0.4702,2.7841404487609864,"4,9,0",0.6070394760243726,14.939758777618408,0.00019788742065429688,0.009045839309692383,3.026764233907064,320245440.0,320245440.0,0.22108416,0.0,0.898,0.284,0.934,0.381,0.0,0.537,0.339,0.617,0.712
41,FedDyn,0.3,45,0.4299,3.696720443725586,"9,4,5",0.8785727537865018,16.402379989624023,0.0002105236053466797,0.009061813354492188,3.34755531946818,328251576.0,328251576.0,0.22108416,0.0,0.858,0.243,0.953,0.281,0.0,0.547,0.241,0.494,0.682
42,FedDyn,0.3,45,0.4504,2.2943673946380616,"0,5,8",3.2550993006456843,8.336781978607178,0.000186920166015625,0.0087432861328125,1.5243371327718098,336257712.0,336257712.0,0.22108416,0.0,0.628,0.216,0.678,0.0,0.003,0.789,0.756,0.868,0.566
43,FedDyn,0.3,45,0.309,2.742624689102173,"3,1,5",2.485536398393792,16.88653302192688,0.00020003318786621094,0.009024858474731445,3.428112347920736,344263848.0,344263848.0,0.22108416,0.844,0.0,0.694,0.073,0.0,0.112,0.0,0.845,0.221,0.301
44,FedDyn,0.3,45,0.3271,3.4751531990051268,"9,4,3",2.062648942508638,22.949283838272095,0.00016760826110839844,0.009105682373046875,4.875207901000977,352269984.0,352269984.0,0.22108416,0.0,0.204,0.913,0.51,0.0,0.0,0.0,0.612,0.67,0.362
45,FedDyn,0.3,45,0.3864,2.494526968383789,"2,6,9",4.018760660998722,13.498126745223999,0.00016188621520996094,0.009070634841918945,2.692031224568685,360276120.0,360276120.0,0.22108416,0.018,0.65,0.002,0.392,0.07,0.002,0.972,0.139,0.765,0.854
46,FedDyn,0.3,45,0.4411,1.6885398422241211,"1,2,7",1.71013735676608,14.788954257965088,0.0001990795135498047,0.00955343246459961,2.986684958140055,368282256.0,368282256.0,0.22108416,0.811,0.84,0.002,0.076,0.879,0.406,0.396,0.146,0.058,0.797
47,FedDyn,0.3,45,0.3394,2.944950984573364,"9,6,2",0.5826154273643985,13.669236898422241,0.0001590251922607422,0.008821725845336914,2.7072859605153403,376288392.0,376288392.0,0.22108416,0.165,0.549,0.0,0.073,0.031,0.217,0.994,0.002,0.472,0.891
48,FedDyn,0.3,45,0.3391,2.5725874126434327,"2,5,6",1.407842029043844,11.652804851531982,0.00014829635620117188,0.009546279907226562,2.268392642339071,384294528.0,384294528.0,0.22108416,0.843,0.029,0.02,0.002,0.484,0.254,0.975,0.008,0.009,0.767
49,FedDyn,0.3,45,0.3598,2.5069714195251467,"5,6,0",1.0378631850761635,10.090457916259766,0.00015211105346679688,0.01144552230834961,1.8941376209259033,392300664.0,392300664.0,0.22108416,0.714,0.001,0.192,0.116,0.375,0.054,0.979,0.021,0.218,0.928
