round,algorithm,alpha,seed,test_acc,test_loss,selected,mean_contribution,round_time_s,sel_time_s,agg_time_s,mean_client_train_s,cum_up_bytes,cum_down_bytes,peak_gpu_gb,class0_acc,class1_acc,class2_acc,class3_acc,class4_acc,class5_acc,class6_acc,class7_acc,class8_acc,class9_acc
1,FedProx,0.3,44,0.1371,2.2179031421661377,"2,7,9",1.3740390980752422,16.365904092788696,8.058547973632812e-05,0.009003877639770508,3.251777489980062,8006136.0,8006136.0,0.215732224,0.335,0.0,0.052,0.0,0.923,0.057,0.0,0.0,0.004,0.0
2,FedProx,0.3,44,0.213,2.174838904953003,"0,5,2",1.2483491325585483,16.46257185935974,0.00017499923706054688,0.00946187973022461,3.208965301513672,16012272.0,16012272.0,0.218410496,0.0,0.0,0.79,0.0,0.0,0.0,0.462,0.075,0.803,0.0
3,FedProx,0.3,44,0.2096,2.3423908668518068,"2,7,8",0.992331647031857,13.627014636993408,0.00012683868408203125,0.009000778198242188,2.6299893856048584,24018408.0,24018408.0,0.218410496,0.0,0.0,0.04,0.0,0.943,0.0,0.191,0.0,0.741,0.181
4,FedProx,0.3,44,0.1997,2.0330475788116456,"9,7,6",1.649357651354202,14.611923933029175,0.0001728534698486328,0.008605003356933594,2.8590579827626548,32024544.0,32024544.0,0.218410496,0.095,0.031,0.0,0.0,0.022,0.986,0.011,0.037,0.702,0.113
5,FedProx,0.3,44,0.2727,2.0928060600280762,"9,1,4",1.4090700683083106,15.721463680267334,0.00017595291137695312,0.008881807327270508,3.0664092699686685,40030680.0,40030680.0,0.218410496,0.781,0.747,0.0,0.024,0.079,0.098,0.958,0.04,0.0,0.0
6,FedProx,0.3,44,0.2603,2.1259166891098022,"3,0,6",1.43531162879591,18.48221468925476,0.00017070770263671875,0.008848190307617188,3.682917515436808,48036816.0,48036816.0,0.218410496,0.045,0.0,0.0,0.886,0.001,0.011,0.004,0.527,0.915,0.214
7,FedProx,0.3,44,0.3129,2.1025946853637696,"6,5,3",0.9106573412184203,15.476141214370728,0.00011086463928222656,0.009460210800170898,2.9854063193003335,56042952.0,56042952.0,0.218410496,0.662,0.0,0.311,0.743,0.0,0.0,0.0,0.005,0.556,0.852
8,FedProx,0.3,44,0.3325,1.7893098346710206,"0,1,8",1.9110098045355064,16.849725246429443,0.00014448165893554688,0.00887751579284668,3.329787015914917,64049088.0,64049088.0,0.218410496,0.306,0.214,0.052,0.19,0.045,0.418,0.931,0.378,0.791,0.0
9,FedProx,0.3,44,0.3074,1.9295431100845337,"9,2,6",0.9145549284039151,13.993228673934937,0.00010967254638671875,0.009180784225463867,2.6850043137868247,72055224.0,72055224.0,0.218410496,0.844,0.24,0.185,0.0,0.016,0.933,0.491,0.365,0.0,0.0
10,FedProx,0.3,44,0.3821,1.8118173286437989,"6,2,9",0.6961941538420944,13.643753290176392,0.0001926422119140625,0.008877992630004883,2.638974666595459,80061360.0,80061360.0,0.218410496,0.876,0.489,0.426,0.0,0.017,0.705,0.796,0.512,0.0,0.0
11,FedProx,0.3,44,0.3165,2.0333743728637694,"3,8,9",0.8995821214241858,16.555710077285767,0.0001125335693359375,0.008620023727416992,3.247213125228882,88067496.0,88067496.0,0.218410496,0.899,0.0,0.005,0.141,0.0,0.704,0.222,0.341,0.449,0.404
12,FedProx,0.3,44,0.2373,2.2641252784729002,"1,6,7",1.9444280362762143,15.302449464797974,0.00011610984802246094,0.00924825668334961,2.9651503562927246,96073632.0,96073632.0,0.218410496,0.0,0.942,0.0,0.086,0.956,0.0,0.374,0.0,0.015,0.0
13,FedProx,0.3,44,0.3898,1.8053415737152099,"7,0,3",1.7456882386995105,20.72523260116577,0.00012230873107910156,0.008845806121826172,4.2389075756073,104079768.0,104079768.0,0.218410496,0.134,0.0,0.09,0.59,0.014,0.566,0.38,0.613,0.96,0.551
14,FedProx,0.3,44,0.4002,1.5712694869995116,"0,1,5",1.5035720332159113,17.477638959884644,0.0001404285430908203,0.008806705474853516,3.4376433690389,112085904.0,112085904.0,0.218410496,0.19,0.88,0.275,0.308,0.063,0.162,0.969,0.493,0.602,0.06
15,FedProx,0.3,44,0.4506,1.6953348987579346,"3,7,9",1.2724489153171366,19.015114545822144,0.000125885009765625,0.009145975112915039,3.8083266417185464,120092040.0,120092040.0,0.218410496,0.525,0.0,0.0,0.211,0.166,0.792,0.616,0.434,0.892,0.87
16,FedProx,0.3,44,0.3395,1.905492510986328,"6,5,2",1.0656686430304372,11.93827223777771,0.00011658668518066406,0.00896763801574707,2.2523892720540366,128098176.0,128098176.0,0.218410496,0.254,0.623,0.934,0.019,0.0,0.0,0.72,0.042,0.28,0.523
17,FedProx,0.3,44,0.402,1.997381896018982,"3,8,5",0.8047643022186567,14.891523838043213,0.00016546249389648438,0.00947713851928711,2.925516923268636,136104312.0,136104312.0,0.218410496,0.666,0.0,0.317,0.722,0.007,0.0,0.225,0.329,0.813,0.941
18,FedProx,0.3,44,0.3552,1.7589735076904296,"1,5,6",2.0741415685644675,13.59961724281311,0.0001533031463623047,0.009351253509521484,2.6043623288472495,144110448.0,144110448.0,0.218410496,0.327,0.944,0.136,0.561,0.667,0.0,0.845,0.017,0.055,0.0
19,FedProx,0.3,44,0.3807,1.612112646484375,"4,9,2",1.104205540490588,14.089152336120605,0.000110626220703125,0.008898258209228516,2.7201858361562095,152116584.0,152116584.0,0.218410496,0.915,0.139,0.291,0.001,0.008,0.624,0.935,0.682,0.194,0.018
20,FedProx,0.3,44,0.3423,2.1859722972869875,"9,6,0",0.7178253379297109,15.787049770355225,0.00013017654418945312,0.008739948272705078,3.1305884520212808,160122720.0,160122720.0,0.218410496,0.243,0.083,0.06,0.002,0.0,0.967,0.574,0.656,0.838,0.0
21,FedProx,0.3,44,0.3923,1.7439364692687989,"6,8,7",1.7734623470973985,11.992175340652466,0.0001621246337890625,0.008916139602661133,2.230788548787435,168128856.0,168128856.0,0.218410496,0.03,0.405,0.0,0.521,0.95,0.0,0.356,0.0,0.817,0.844
22,FedProx,0.3,44,0.4268,1.694255693435669,"3,0,9",1.6322385414944167,21.10419774055481,0.00010633468627929688,0.00913858413696289,4.322768847147624,176134992.0,176134992.0,0.218410496,0.662,0.0,0.011,0.044,0.0,0.952,0.513,0.6,0.873,0.613
