round,algorithm,alpha,seed,test_acc,test_loss,selected,mean_contribution,round_time_s,sel_time_s,agg_time_s,mean_client_train_s,cum_up_bytes,cum_down_bytes,peak_gpu_gb,class0_acc,class1_acc,class2_acc,class3_acc,class4_acc,class5_acc,class6_acc,class7_acc,class8_acc,class9_acc
1,FedDyn,0.1,43,0.1328,2.5171254516601564,"3,9,6",2.1217311901560842,12.268157958984375,0.00010776519775390625,0.009593963623046875,2.3568459351857505,8006136.0,8006136.0,0.218405888,0.0,0.0,0.0,0.0,0.0,0.0,0.999,0.015,0.314,0.0
2,FedDyn,0.1,43,0.1556,2.4500433486938475,"8,5,1",1.8340267537316655,16.088878393173218,0.0001437664031982422,0.009627342224121094,3.236065705617269,16012272.0,16012272.0,0.22108416,0.0,0.007,0.486,0.079,0.0,0.0,0.0,0.0,0.984,0.0
3,FedDyn,0.1,43,0.2768,2.813859854888916,"8,7,1",1.3469790342592443,27.210042238235474,0.00023293495178222656,0.009403467178344727,5.785658200581868,24018408.0,24018408.0,0.22108416,0.747,0.798,0.0,0.0,0.917,0.0,0.0,0.0,0.0,0.306
4,FedDyn,0.1,43,0.2049,3.461952470397949,"6,3,5",3.6227344967114,13.78185510635376,0.0001690387725830078,0.009001970291137695,2.7279112339019775,32024544.0,32024544.0,0.22108416,0.0,0.0,0.913,0.0,0.0,0.0,0.0,0.0,0.908,0.228
5,FedDyn,0.1,43,0.1709,5.102124217224121,"2,6,0",3.984676811788823,6.771158695220947,0.0001819133758544922,0.009201526641845703,1.1441132227579753,40030680.0,40030680.0,0.22108416,0.75,0.0,0.0,0.0,0.0,0.959,0.0,0.0,0.0,0.0
6,FedDyn,0.1,43,0.2809,2.2074945098876952,"5,7,9",6.104276483434593,29.26607036590576,0.00017333030700683594,0.009534120559692383,6.250158309936523,48036816.0,48036816.0,0.22108416,0.74,0.34,0.0,0.0,0.864,0.0,0.0,0.0,0.0,0.865
7,FedDyn,0.1,43,0.1722,4.07878946685791,"6,4,1",3.1959069990424975,9.394561767578125,0.0002346038818359375,0.009330511093139648,1.7389516830444336,56042952.0,56042952.0,0.22108416,0.0,0.264,0.0,1.0,0.0,0.0,0.0,0.0,0.457,0.001
8,FedDyn,0.1,43,0.1947,3.1965083465576174,"1,0,8",2.3858719538543567,10.412495374679565,0.00016736984252929688,0.008949041366577148,1.955393393834432,64049088.0,64049088.0,0.22108416,0.0,0.577,0.0,0.0,0.0,0.34,0.061,0.0,0.969,0.0
9,FedDyn,0.1,43,0.3212,4.077015358734131,"2,7,0",2.555826274526783,22.65864586830139,0.0001590251922607422,0.009976863861083984,4.789073387781779,72055224.0,72055224.0,0.22108416,0.879,0.75,0.0,0.0,0.916,0.0,0.0,0.0,0.0,0.667
10,FedDyn,0.1,43,0.28,2.202196053695679,"9,3,8",3.8247273120798133,15.198107719421387,0.0001556873321533203,0.009283304214477539,3.057138125101725,80061360.0,80061360.0,0.22108416,0.0,0.231,0.0,0.0,0.299,0.0,0.676,0.0,0.776,0.818
