round,algorithm,alpha,seed,test_acc,test_loss,selected,mean_contribution,round_time_s,sel_time_s,agg_time_s,mean_client_train_s,cum_up_bytes,cum_down_bytes,peak_gpu_gb,class0_acc,class1_acc,class2_acc,class3_acc,class4_acc,class5_acc,class6_acc,class7_acc,class8_acc,class9_acc
1,FedAvg,0.3,45,0.1187,2.4635559185028075,"2,4,1",1.156947150980202,16.121398210525513,7.748603820800781e-05,0.009161233901977539,3.0365840593973794,8006136.0,8006136.0,0.215689216,0.0,0.04,0.199,0.0,0.928,0.0,0.0,0.0,0.02,0.0
2,FedAvg,0.3,45,0.15,2.2879721361160277,"3,2,4",1.1855487029356604,20.752964973449707,0.0001373291015625,0.009138107299804688,4.132811864217122,16012272.0,16012272.0,0.218367488,0.0,0.038,0.971,0.002,0.0,0.045,0.0,0.238,0.206,0.0
3,FedAvg,0.3,45,0.2351,2.0096853563308716,"9,3,7",1.0030459328338397,20.397489547729492,0.00016570091247558594,0.008424520492553711,4.054224570592244,24018408.0,24018408.0,0.218367488,0.0,0.004,0.563,0.042,0.0,0.812,0.0,0.065,0.835,0.03
4,FedAvg,0.3,45,0.3296,1.789446125793457,"5,8,7",0.8637931008894316,12.575266122817993,0.00011849403381347656,0.00930166244506836,2.3291498819986978,32024544.0,32024544.0,0.218367488,0.094,0.199,0.613,0.191,0.305,0.48,0.135,0.0,0.906,0.373
5,FedAvg,0.3,45,0.3008,2.0260858432769777,"3,7,2",0.6635117945683453,18.49098229408264,0.00011181831359863281,0.008907318115234375,3.631523847579956,40030680.0,40030680.0,0.218367488,0.416,0.063,0.554,0.0,0.0,0.871,0.0,0.233,0.766,0.105
6,FedAvg,0.3,45,0.3922,1.5905422370910645,"4,6,1",1.316603648026835,17.42306876182556,0.00011801719665527344,0.009048223495483398,3.3589203357696533,48036816.0,48036816.0,0.218367488,0.186,0.224,0.559,0.069,0.665,0.003,0.222,0.499,0.68,0.815
7,FedAvg,0.3,45,0.3293,1.8372615200042726,"2,7,3",0.6901956642883075,18.757574796676636,0.00018334388732910156,0.009585857391357422,3.6578241189320884,56042952.0,56042952.0,0.218367488,0.419,0.042,0.646,0.0,0.066,0.773,0.0,0.309,0.905,0.133
8,FedAvg,0.3,45,0.3971,1.6440222412109375,"2,9,8",1.3490263852882025,11.840295314788818,0.00011968612670898438,0.009189844131469727,2.166806777318319,64049088.0,64049088.0,0.218367488,0.279,0.918,0.001,0.082,0.005,0.736,0.854,0.4,0.638,0.058
9,FedAvg,0.3,45,0.3948,1.7734433223724366,"0,5,7",0.6095976483171416,11.056366443634033,0.00012564659118652344,0.008836984634399414,1.9819300174713135,72055224.0,72055224.0,0.218367488,0.402,0.116,0.712,0.36,0.539,0.001,0.397,0.0,0.654,0.767
10,FedAvg,0.3,45,0.3625,1.9556308353424072,"6,3,0",1.0270777368842883,15.665838718414307,0.00019216537475585938,0.009308576583862305,2.9583632946014404,80061360.0,80061360.0,0.218367488,0.289,0.008,0.669,0.0,0.0,0.804,0.0,0.613,0.922,0.32
