round,algorithm,alpha,seed,test_acc,test_loss,selected,mean_contribution,round_time_s,sel_time_s,agg_time_s,mean_client_train_s,cum_up_bytes,cum_down_bytes,peak_gpu_gb,class0_acc,class1_acc,class2_acc,class3_acc,class4_acc,class5_acc,class6_acc,class7_acc,class8_acc,class9_acc
1,SCAFFOLD,0.1,43,0.138,2.5984329544067384,"3,9,6",2.144518863501966,11.242972373962402,8.7738037109375e-05,0.023411989212036133,2.0353883107503257,16012272.0,16012272.0,0.223731712,0.0,0.0,0.001,0.0,0.0,0.0,0.999,0.035,0.345,0.0
2,SCAFFOLD,0.1,43,0.1159,2.7684380180358885,"8,5,1",1.9628107041162106,14.348740577697754,0.00023508071899414062,0.022107362747192383,2.7020426591237388,32024544.0,32024544.0,0.226409984,0.0,0.0,0.027,0.0,0.0,0.134,0.0,0.0,0.998,0.0
3,SCAFFOLD,0.1,43,0.1595,4.0749546875,"8,7,1",0.24028052674831643,24.541872024536133,0.0001773834228515625,0.021062135696411133,4.983758290608724,48036816.0,48036816.0,0.226409984,0.612,0.015,0.0,0.0,0.962,0.0,0.0,0.0,0.0,0.006
4,SCAFFOLD,0.1,43,0.1004,4.666001278686523,"6,3,5",5.40538274522623,12.381437063217163,0.00016427040100097656,0.02095794677734375,2.3072640895843506,64049088.0,64049088.0,0.226409984,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0
5,SCAFFOLD,0.1,43,0.1,8.679407594299317,"2,6,0",5.282830811411731,6.2697529792785645,0.00022411346435546875,0.02875685691833496,0.968125581741333,80061360.0,80061360.0,0.226409984,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6,SCAFFOLD,0.1,43,0.0996,16.26757980194092,"5,7,9",8.318118224797162,26.196150541305542,0.00016164779663085938,0.02146124839782715,5.2811189492543535,96073632.0,96073632.0,0.226409984,0.996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,SCAFFOLD,0.1,43,0.1004,2.7558611015319823,"6,4,1",13.75864260785859,8.675809621810913,0.0002300739288330078,0.020569324493408203,1.5028388500213623,112085904.0,112085904.0,0.226409984,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.99,0.0,0.0
8,SCAFFOLD,0.1,43,0.0998,3.4721565879821776,"1,0,8",1.1153961589562085,9.610143899917603,0.00015091896057128906,0.01981663703918457,1.683414061864217,128098176.0,128098176.0,0.226409984,0.0,0.0,0.0,0.0,0.0,0.996,0.0,0.0,0.002,0.0
9,SCAFFOLD,0.1,43,0.1,3.9620484039306643,"2,7,0",1.1992199763455063,20.571448802947998,0.0002338886260986328,0.02092266082763672,4.062172333399455,144110448.0,144110448.0,0.226409984,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10,SCAFFOLD,0.1,43,0.1001,3.171495358276367,"9,3,8",3.5969322987499677,13.89332389831543,0.00022363662719726562,0.022704124450683594,2.6096862157185874,160122720.0,160122720.0,0.226409984,0.0,0.0,0.001,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,SCAFFOLD,0.1,43,0.1,2.7023571960449217,"8,7,2",1.41257822393782,23.403098106384277,0.00023365020751953125,0.022704601287841797,4.67733907699585,176134992.0,176134992.0,0.226409984,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,SCAFFOLD,0.1,43,0.1,3.6178164894104006,"8,2,0",1.2283568263114149,8.973024129867554,0.0002090930938720703,0.02027153968811035,1.5610065460205078,192147264.0,192147264.0,0.226409984,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13,SCAFFOLD,0.1,43,0.1,3.4174969955444334,"6,5,8",1.0585573562477713,11.95014500617981,0.00017118453979492188,0.02035236358642578,2.192892154057821,208159536.0,208159536.0,0.226409984,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,SCAFFOLD,0.1,43,0.1,3.1065255004882815,"3,1,7",1.9355121439664125,24.628389596939087,0.0001850128173828125,0.019895315170288086,4.938690106074016,224171808.0,224171808.0,0.226409984,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
15,SCAFFOLD,0.1,43,0.1,3.6168381633758546,"6,5,8",1.752145956658799,11.816651821136475,0.00020599365234375,0.018431901931762695,2.1808296839396157,240184080.0,240184080.0,0.226409984,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,SCAFFOLD,0.1,43,0.1,6.0261203125,"8,9,5",1.1504417250635715,14.8179030418396,0.00020956993103027344,0.02008342742919922,2.821157773335775,256196352.0,256196352.0,0.226409984,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
17,SCAFFOLD,0.1,43,0.1,6.5900398582458495,"4,0,6",3.886759456449561,5.712979555130005,0.00021886825561523438,0.019739627838134766,0.8286753495534261,272208624.0,272208624.0,0.226409984,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
